english,urdu_ref,urdu_google,urdu_meta,bleu_google,bleu_meta
mary is zains cousin,میں نے اپنے بالوں کو برش کیا۔,مریم زین کی کزن ہے۔,زینب زینب زینب ہے,0.0,0.0
i brushed my hair,زین ایک باڈی بلڈر ہے۔,میں نے اپنے بالوں کو برش کیا۔,میں نے اپنے بالوں کو چمک دیا,0.0,0.0
zain is a bodybuilder,یہ سب ان کے پاس تھا,زین ایک باڈی بلڈر ہے۔,زینب ایک جسم بنانے والا ہے,0.0,0.0
thats all they had,آپ وقت ضائع نہ کریں۔,یہ سب ان کے پاس تھا,یہ سب وہی تھا,0.0,0.0
you dont waste time,زین تصوراتی تھا۔,آپ وقت ضائع نہ کریں۔,آپ وقت ضائع نہیں کرتے,0.0,0.0
zain was imaginative,وہ تم سے ناراض ہیں,زین تصوراتی تھا۔,زینب نے تصور کیا,0.0,0.0
they are mad at you,اپنی آنکھیں کھولو ٹام,وہ تم سے ناراض ہیں,وہ تم سے پاگل ہیں,0.0,0.0
open your eyes tom,کیا آپ کو رقم کی ضرورت ہے,اپنی آنکھیں کھولو ٹام,آپ کی آنکھیں کھولیں ٹام,0.0,8.515289178380433
do you need money,مجھے چلنا پسند نہیں ہے۔,کیا آپ کو پیسوں کی ضرورت ہے؟,کیا آپ کو پیسہ کی ضرورت ہے,0.0,0.0
i dont like to walk,وہ سب مر چکے ہیں,مجھے چلنا پسند نہیں ہے۔,مجھے چلنا پسند نہیں,0.0,0.0
they are all dead,یہ مشکل ہے,وہ سب مر چکے ہیں,وہ سب مردہ ہیں,0.0,0.0
its complicated,وہ اپنی جان کے لیے بھاگا۔,یہ پیچیدہ ہے,اس کی پیچیدہ,0.0,0.0
he ran for his life,محبت آکسیجن کی طرح ہے,وہ اپنی جان کے لیے بھاگا۔,وہ اپنی زندگی کے لئے چلتا ہے,0.0,6.567274736060395
love is like oxygen,میرا منصوبہ مسترد کر دیا گیا,محبت آکسیجن کی طرح ہے,عشق آکسیجن کی طرح ہے,0.0,0.0
my plan was rejected,لکڑی آتش گیر ہے,میرا منصوبہ مسترد کر دیا گیا,میرا منصوبہ رد کر دیا گیا,0.0,0.0
wood is flammable,یہ ایک اچھی پارٹی ہے,لکڑی آتش گیر ہے,جنگل پر آگ لگتی ہے,12.44023474812678,10.682175159905853
its a nice party,اپنے آپ کو بچاؤ,یہ ایک اچھی پارٹی ہے,یہ ایک خوبصورت پارٹی ہے,0.0,0.0
save yourself,کام کیسا جا رہا ہے,اپنے آپ کو بچاؤ,اپنے آپ کو بچائیں,0.0,0.0
how is work going,وہ سوچتا ہے کہ میں غیرت مند ہوں۔,کام کیسا چل رہا ہے,کام کیسے چلتا ہے,5.862502026550899,5.876350803261633
he thinks i am jealous,میں کل نہیں آ سکتا,وہ سوچتا ہے کہ میں غیرت مند ہوں۔,مجھے لگتا ہے کہ میں حسد کرتا ہوں,5.522397783539471,5.522397783539471
i cant come tomorrow,میں جانتا تھا کہ آپ اسے بنائیں گے۔,میں کل نہیں آ سکتا,میں فردا آتا ہوں,5.862502026550899,5.876350803261633
i knew youd make it,وہ مہنگے ہیں,میں جانتا تھا کہ آپ اسے بنائیں گے۔,میں جانتا تھا کہ نوجوانوں کو یہ,0.0,0.0
they are expensive,میں ایک بڑے شہر میں رہتا ہوں۔,وہ مہنگے ہیں,وہ مہنگا ہیں,0.0,0.0
i live in a big city,زین بہت تیز چلاتا ہے۔,میں ایک بڑے شہر میں رہتا ہوں۔,میں ایک بڑے شہر میں رہتا ہوں,0.0,0.0
zain drives too fast,یہ عام لگ رہا تھا,زین بہت تیز چلاتا ہے۔,زینب بہت تیزی سے چلتا ہے,0.0,0.0
it seemed normal,گھبرانے کی کوشش نہ کریں,یہ عام لگ رہا تھا,یہ معمولی لگتا ہے,0.0,0.0
try not to panic,ہم کامیاب ہوں گے,گھبرانے کی کوشش نہ کریں,ڈرنے کی کوشش نہ کریں,0.0,0.0
we will succeed,اس نے اس کا ہاتھ پکڑ لیا,ہم کامیاب ہوں گے,ہم کامیاب ہو جائیں گے,0.0,0.0
he grabbed her hand,میں ایک بوڑھی عورت ہوں۔,اس نے اس کا ہاتھ پکڑ لیا,اس نے اس کا ہاتھ پکڑ لیا,0.0,0.0
i am an old woman,میں ایک پرانا دوست ہوں۔,میں ایک بوڑھی عورت ہوں۔,میں ایک پرانے عورت ہوں,23.643540225079395,21.3643503198117
i am an old friend,کنسرٹ ختم ہو گیا ہے,میں ایک پرانا دوست ہوں۔,میں ایک پرانے دوست ہوں,0.0,0.0
the concert is over,وہ خود ساختہ آدمی ہے۔,کنسرٹ ختم ہو گیا ہے,کنسرٹ ختم ہو چکا ہے,0.0,0.0
he is a selfmade man,میں بدصورت ہوں,وہ خود ساختہ آدمی ہے۔,وہ خود بننے والا آدمی ہے,0.0,0.0
i am ugly,مجھے اپنی نوکری سے نفرت ہے,میں بدصورت ہوں,میں برا ہوں,0.0,0.0
i hate my job,وہ صرف ایک بچہ ہے,مجھے اپنے کام سے نفرت ہے۔,میں اپنے کام سے نفرت کرتا ہوں,0.0,0.0
she is a mere child,مجھے ایک نئی سائیکل چاہیے,وہ صرف ایک بچہ ہے,وہ صرف ایک بچہ ہے,10.682175159905853,10.682175159905853
i need a new bicycle,یہ کہنا مشکل ہے,مجھے ایک نئی سائیکل چاہیے,مجھے ایک نئی موٹر سائیکل کی ضرورت ہے,0.0,5.522397783539471
its hard to say,اس نے اسے گلے لگایا,یہ کہنا مشکل ہے,کہنے کے لئے مشکل ہے,0.0,0.0
she hugged him,آپ کو بخار نہیں ہے۔,اس نے اسے گلے لگایا,اس نے اسے پکڑ لیا,0.0,0.0
you have no fever,وہ قطار میں تھا,آپ کو بخار نہیں ہے۔,آپ کو کوئی گرمی نہیں ہے,0.0,0.0
he was in the queue,میرے پاس ایک بڑا کتا ہے۔,وہ قطار میں تھا,وہ کینیا میں تھا,0.0,0.0
i have a big dog,میں اس سے پہلے مل چکا ہوں۔,میرے پاس ایک بڑا کتا ہے۔,میرے پاس ایک بڑا کتے ہے,0.0,0.0
i have met her before,جب چاہو جاؤ,میں اس سے پہلے مل چکا ہوں۔,میں نے اس سے پہلے اس سے ملاقات,0.0,0.0
go when you want,زین بہت ملنسار ہے,جب چاہو جاؤ,جب آپ چاہتے ہیں تو جاؤ,0.0,0.0
zain is very sociable,آپ پانی ضائع کر رہے ہیں,زین بہت ملنسار ہے,زینب بہت سماجی ہے,0.0,0.0
you are wasting water,وہ تیز ہے,آپ پانی ضائع کر رہے ہیں,آپ پانی ضائع کر رہے ہیں,0.0,0.0
he is sharpwitted,آج پیر ہے,وہ تیز ہے,وہ تیز ہو گیا ہے,27.516060407455225,10.682175159905853
its monday today,ہم کیا کریں گے؟,آج پیر ہے,آج کا جمعہ,0.0,0.0
what shall we do,زین اچھا ہے,ہم کیا کریں,ہم کیا کریں گے,0.0,0.0
zain is nice,میں تمہاری مدد نہیں کرسکتا,زین اچھا ہے,زینب خوبصورت ہے,0.0,0.0
i cannot help you,یہاں اب بھی تم ہو,میں آپ کی مدد نہیں کر سکتا,میں تمہاری مدد نہیں کر سکتا,0.0,0.0
are you still here,میں اکثر یہاں ہوتا ہوں۔,کیا آپ اب بھی یہاں ہیں؟,تم اب بھی یہاں ہو,8.116697886877475,10.682175159905853
i am often here,مجھے پکڑنے کی کوشش کرو,میں اکثر یہاں ہوتا ہوں۔,میں اکثر یہاں ہوں,0.0,0.0
try to catch me,آپ ایک اچھے دوست ہیں!,مجھے پکڑنے کی کوشش کرو,مجھے پکڑنے کی کوشش کریں,0.0,0.0
you are a good friend,جنگ جہنم ہے,آپ ایک اچھے دوست ہیں۔,آپ ایک اچھا دوست ہیں,0.0,0.0
war is hell,زین باہر نہیں ہے,جنگ جہنم ہے,جنگ جہنم ہے,19.716118825581447,19.716118825581447
zain isnt outside,ہم نے اپنی پوری کوشش کی,زین باہر نہیں ہے,زینب کے باہر,0.0,0.0
we tried our best,تمھیں زیادہ پڑھنا چاہئیے۔,ہم نے اپنی پوری کوشش کی,ہم نے اپنی بہترین کوشش کی,0.0,0.0
you need to study more,یہ کس کا منصوبہ ہے,آپ کو مزید مطالعہ کرنے کی ضرورت ہے,آپ کو مزید مطالعہ کرنا چاہئے,5.522397783539471,0.0
whose plan is it,میں اپنا کمرہ صاف کر رہا ہوں۔,یہ کس کا منصوبہ ہے,جس کا منصوبہ یہ ہے,0.0,0.0
i am cleaning my room,کیا آپ فنکارانہ ہیں؟,میں اپنا کمرہ صاف کر رہا ہوں۔,میں اپنے کمرے کو صاف کر رہا ہوں,0.0,0.0
are you artistic,میں تھک گیا ہوں,کیا آپ فنکارانہ ہیں؟,کیا آپ فنکار ہیں,0.0,0.0
i am exhausted,زین ہمیں دیکھ سکتا ہے۔,میں تھک گیا ہوں,میں تھکا ہوا ہوں,0.0,0.0
can zain see us,زین اکیلا لگتا ہے۔,زین ہمیں دیکھ سکتا ہے۔,ہم دیکھ سکتے ہیں,12.70331870386537,0.0
zain seems lonely,اس نے ایک عجیب خواب دیکھا۔,زین اکیلا لگتا ہے۔,زینب اکیلا لگتا ہے,0.0,0.0
he had a strange dream,کسی نے رضاکارانہ نہیں کیا,اس نے ایک عجیب خواب دیکھا,وہ ایک عجیب خواب تھا,8.116697886877475,0.0
nobody volunteered,کیا آپ کے والد کو معلوم ہے؟,کسی نے رضاکارانہ نہیں کیا,کوئی بھی داوطلب نہیں,7.160476144948854,0.0
does your father know,تم چیخ رہے ہو,کیا آپ کے والد کو معلوم ہے؟,تمہارا باپ جانتا ہے,0.0,0.0
you are screaming,میں اپنے والد کی طرح ہوں۔,تم چیخ رہے ہو,آپ فریاد کر رہے ہیں,0.0,0.0
i am like my father,میں ہسپتالوں سے بیمار ہوں۔,میں اپنے والد کی طرح ہوں۔,میں اپنے باپ کی طرح ہوں,9.652434877402245,8.116697886877475
i am sick of hospitals,زین نے یہ سب کیا,میں ہسپتالوں سے بیمار ہوں۔,میں ہسپتالوں سے بیمار ہوں,0.0,0.0
zain did it all,وہ بلیوں کو پسند نہیں کرتے,زین نے یہ سب کیا,زینب نے سب کچھ کیا,0.0,0.0
they dont like cats,یہ ایک پگوڈا ہے,وہ بلیوں کو پسند نہیں کرتے,وہ گھوڑوں کو پسند نہیں کرتے,0.0,0.0
that is a pagoda,زین کے پاس مختصر فیوز ہے۔,یہ ایک پگوڈا ہے,یہ ایک باگودا ہے,0.0,0.0
zain has a short fuse,زین نے تیز کیا,زین کے پاس مختصر فیوز ہے۔,زینب کے پاس ایک مختصر چمک ہے,8.116697886877475,0.0
zain accelerated,ہم برابر ہیں,زین نے تیز کیا,تیزی سے تیزی سے,0.0,0.0
we are even,میں اپنے کام سے تھک گیا ہوں۔,ہم برابر ہیں,ہم بھی ہیں,0.0,0.0
i am tired of my work,کھڑکی کھلی ہے,میں اپنے کام سے تھک گیا ہوں۔,میں اپنے کام سے تھک گیا ہوں,0.0,0.0
the window is open,میں نے کہا پیچھے رہو,کھڑکی کھلی ہے,ونڈو کھولتا ہے,0.0,0.0
i said stay back,اس پر کوشش کریں,میں نے کہا پیچھے رہو,میں نے کہا واپس رہنا,0.0,0.0
try this on,اس کے بال خشک ہیں۔,اس پر کوشش کریں,اس پر کوشش کریں,12.44023474812678,12.44023474812678
she has dry hair,میں چھپا نہیں رہا ہوں۔,اس کے بال خشک ہیں۔,وہ خشک بال ہے,0.0,0.0
i am not hiding,میں اوپر ہوں,میں چھپا نہیں رہا ہوں۔,میں نہیں چھپاتا,10.682175159905853,27.516060407455225
i am upstairs,کیا ہم اب محفوظ ہیں؟,میں اوپر ہوں,میں اوپر ہوں,0.0,0.0
are we safe now,یہاں آپ کا حکم ہے,کیا ہم اب محفوظ ہیں؟,اب ہم محفوظ ہیں,0.0,0.0
here is your order,ہم وقت سے پہلے وہاں پہنچ جائیں گے۔,یہاں آپ کا حکم ہے,یہاں آپ کا حکم ہے,0.0,0.0
we will reach there before the time,ایمبولینس کو کال کریں۔,ہم وقت سے پہلے وہاں پہنچ جائیں گے۔,ہم اس وقت تک پہنچ جائیں گے,0.0,0.0
call an ambulance,زین نے اپنے پیر کو ٹھوکر ماری۔,ایک ایمبولینس کو کال کریں,ایک آمبولانس کو کال کریں,7.160476144948854,7.160476144948854
zain stubbed his toe,یہ مینو پر نہیں ہے,زین نے اپنے پیر کو ٹھوکر ماری۔,زینب نے اس کے پیچھے,0.0,0.0
its not on the menu,کیا وہ بہت لمبا رہا؟,یہ مینو پر نہیں ہے,مندرجہ ذیل مینو میں نہیں ہے,0.0,0.0
did he stay very long,اسے ایک سیٹ مل گئی۔,کیا وہ بہت لمبا رہا؟,وہ بہت طویل عرصے تک رہتا ہے,0.0,0.0
she found him a seat,میں سپیڈ کو سپیڈ کہتا ہوں۔,اسے ایک سیٹ مل گئی۔,اس نے اسے ایک بیٹھ کر پایا,0.0,0.0
i call a spade a spade,مجھے دھوکہ دیا گیا ہے,میں سپیڈ کو سپیڈ کہتا ہوں۔,میں ایک spade ایک spade کہتا ہوں,0.0,0.0
i have been cheated,میں نے ابھی غسل کیا۔,مجھے دھوکہ دیا گیا ہے,مجھے دھوکہ دیا گیا ہے,0.0,0.0
i just showered,میری عمر اب 50 سال ہے۔,میں نے ابھی شاور کیا۔,میں نے صرف دوش,0.0,0.0
i am years old now,وہ مجھ سے دو سال بڑا ہے۔,میں اب برسوں کا ہوں۔,اب میں سال کی عمر میں ہوں,0.0,6.567274736060395
he is two years older than i am,اندازہ لگائیں کہ اس نے مجھے کیا کہا,وہ مجھ سے دو سال بڑا ہے۔,وہ دو سال کی عمر میں ہوں,0.0,0.0
guess what he told me,مجھے خوشی ہے کہ میں وہاں تھا۔,اندازہ لگائیں کہ اس نے مجھے کیا کہا,سوچو کہ وہ مجھے کیا کہتا ہے,6.567274736060396,8.643019616048525
i am glad i was there,یہ آپ کے لئے ہے,مجھے خوشی ہے کہ میں وہاں تھا۔,مجھے خوشی ہے کہ میں وہاں تھا,6.567274736060395,6.567274736060395
its for you,کیا میں باہر کھیلنے جا سکتا ہوں؟,یہ آپ کے لیے,یہ آپ کے لئے ہے,0.0,0.0
can i go out to play,کوئی بھی زندہ نہیں تھا,کیا میں باہر کھیلنے جا سکتا ہوں؟,میں کھیلنے کے لئے باہر جا سکتا ہوں,0.0,0.0
no one was alive,میں نے بھی لطف اٹھایا,کوئی بھی زندہ نہیں تھا,کوئی زندہ نہیں تھا,10.682175159905853,0.0
i enjoyed it too,آپ کا قیام کیسا رہا؟,میں نے بھی لطف اٹھایا,مجھے بھی خوشی ہوئی,0.0,0.0
how was your stay,وہ اندر نہیں جا سکتے,آپ کا قیام کیسا رہا؟,آپ کی رہائش کیسے تھی,0.0,0.0
they cant get in,میں معذرت خواہ ہوں,وہ اندر نہیں جا سکتے,وہ کینٹ میں داخل ہوتے ہیں,0.0,8.116697886877475
i am so sorry,میرے خیال میں زین مدد کر سکتا ہے۔,مجھے بہت افسوس ہے۔,مجھے بہت افسوس ہے,5.876350803261633,0.0
i think zain can help,میں تقریبا ٹھیک تھا,میرے خیال میں زین مدد کر سکتا ہے۔,مجھے لگتا ہے کہ زینب مدد کر سکتے ہیں,5.522397783539471,0.0
i was almost right,زین غیر ملنسار ہے,میں تقریبا ٹھیک تھا,میں تقریبا صحیح تھا,0.0,0.0
zain is unsociable,میرے پاس ایک لغت ہے۔,زین غیر ملنسار ہے,زینب غیر سماجی ہے,0.0,0.0
i have a dictionary,اپنا ردی کی ٹوکری اٹھاؤ,میرے پاس ایک لغت ہے۔,میں نے ایک لغت ہے,0.0,0.0
pick up your trash,مجھے برا بھلا کہنا بند کرو,اپنا ردی کی ٹوکری اٹھاؤ,تمہاری گندگی کو پکڑو,0.0,0.0
stop badgering me,میرا کوٹ لے لو,مجھے برا بھلا کہنا بند کرو,مجھے باندھنے سے روکنا,0.0,0.0
take my coat,کیا آپ اکیلے رہتے ہو,میرا کوٹ لے لو,میرا کپڑا لے جاؤ,0.0,0.0
do you live alone,میں ٹام کے لیے خوش تھا۔,کیا آپ اکیلے رہتے ہیں؟,آپ اکیلے رہتے ہیں,0.0,0.0
i was happy for tom,وہ مکمل طور پر ملبوس تھا۔,میں ٹام کے لیے خوش تھا۔,میں نے ٹام کے لئے خوش ہوں,8.116697886877475,0.0
he was fully clothed,زین ابھی تک نہیں ہوا,وہ مکمل طور پر ملبوس تھا۔,وہ مکمل طور پر کپڑے,0.0,0.0
zain isnt up yet,میں بہت قدامت پسند ہوں۔,زین ابھی تک نہیں ہوا,زینب نے ابھی تک,0.0,0.0
i am very conservative,میں اب زین سے نہیں مل سکتا,میں بہت قدامت پسند ہوں,میں بہت محافظه کار ہوں,7.160476144948854,7.160476144948854
i cant meet zain now,کیا میں اپنا آرڈر بدل سکتا ہوں؟,میں اب زین سے نہیں مل سکتا,میں تم سے ملتا ہوں اب,7.809849842300641,6.870636427700047
may i change my order,اسے پیسے کی ضرورت ہے,کیا میں اپنا آرڈر بدل سکتا ہوں؟,میں اپنے حکم کو تبدیل کر سکتا ہوں,0.0,0.0
he needs money,میں بھی ناگوار تھا۔,اسے پیسے کی ضرورت ہے,پیسہ کی ضرورت ہے,0.0,0.0
i was disgusted too,دھیان رکھیں,میں بھی ناگوار تھا۔,مجھے بھی ناپسند کیا گیا تھا,0.0,0.0
take care,میں درخت کے پیچھے چھپ گیا۔,خیال رکھنا,احتیاط کریں,0.0,0.0
i hid behind a tree,مجھے ڈاکٹر کی ضرورت نہیں ہے۔,میں ایک درخت کے پیچھے چھپ گیا۔,میں ایک درخت کے پیچھے چھپتا ہوں,0.0,0.0
i dont need a doctor,مجھے تفصیلات چھوڑ دو,مجھے ڈاکٹر کی ضرورت نہیں ہے۔,مجھے ڈاکٹر کی ضرورت نہیں,8.116697886877475,10.682175159905853
spare me the details,وہ جھاڑو مجھے دے دو,مجھے تفصیلات چھوڑ دو,مجھے تفصیلات بچائیں,14.794015674776452,14.127216461522432
hand me that broom,محبت کیا ہے,وہ جھاڑو مجھے دے دو,برائے مہربانی مجھے یہ برائے مہربانی,0.0,0.0
what is love,میں نے ایک پاگل سے ملاقات کی ہے۔,محبت کیا ہے,عشق کیا ہے,0.0,0.0
i have dated a lunatic,میں نے زین کی آواز سنی,میں نے ایک پاگل سے ملاقات کی ہے۔,میں نے ایک چاندی کی تاریخ,12.223075560872525,17.965205598154213
i heard zains voice,میں نے پہلے ایسا سوچا۔,میں نے زین کی آواز سنی,میں نے زین کی آواز سنی,16.233395773754946,16.233395773754946
i thought so at first,میرا ایک خاندان ہے۔,میں نے پہلے ایسا سوچا۔,میں نے ابتدائی طور پر ایسا سوچا,0.0,0.0
i have a family,ہمارے پاس اور کچھ نہیں ہے,میرا ایک خاندان ہے۔,میرے پاس ایک خاندان ہے,0.0,10.40059768900531
we have nothing else,مجھے تیار ہونے دو,ہمارے پاس اور کچھ نہیں ہے,ہمارے پاس کچھ نہیں ہے,0.0,0.0
let me get ready,یہ کہنا آسان ہے لیکن کرنا مشکل ہے۔,مجھے تیار ہونے دو,مجھے تیار ہو جاؤ,0.0,0.0
its easy to say but difficult to commit,زین ٹیسٹ میں ناکام ہو گیا۔,یہ کہنا آسان ہے لیکن کرنا مشکل ہے۔,کہنے کے لئے آسان لیکن متعهد کرنے کے لئے مشکل,0.0,0.0
zain failed the test,بیدار رہنے کی کوشش کریں,زین ٹیسٹ میں ناکام ہو گیا۔,زینب نے ٹیسٹ میں ناکام,0.0,0.0
try to stay awake,وہ صدمے سے مر گیا,بیدار رہنے کی کوشش کریں,بیدار رہنے کی کوشش کریں,0.0,0.0
she died of shock,میں تمھارے دانتوں کے کچھ ایکس -رے لوں گا۔,وہ صدمے سے مر گیا,شوک سے مر گیا,0.0,0.0
i'll take some x-rays of your teeth,میں صرف ٹام چاہتا ہوں۔,میں آپ کے دانتوں کے کچھ ایکسرے لوں گا۔,میں آپ کے دانتوں سے کچھ اشعاع لے جاؤں گا,4.767707020457095,4.196114906296549
i only want tom,میں اپنی ماں سے محبت کرتا ہوں,میں صرف ٹام چاہتا ہوں۔,میں صرف ٹام چاہتا ہوں,7.160476144948854,8.515289178380433
i love my mother,میں نے اسے رات کا کھانا پکایا,میں اپنی ماں سے پیار کرتا ہوں۔,میں اپنی ماں سے محبت کرتا ہوں,6.567274736060395,6.567274736060395
i cooked him dinner,یہ دیا ہے,میں نے اسے رات کا کھانا پکایا,میں نے اسے کھانا پکانا,0.0,0.0
thats a given,کیا ہم شروع کریں؟,یہ دیا ہے,یہ ایک دی گئی ہے,0.0,0.0
shall we start,جو درد ہوتا ہے اسے روکو,کیا ہم شروع کریں؟,ہم شروع کریں گے,0.0,0.0
that hurts stop it,زین نے آپ سے رابطہ کیا؟,جو درد ہوتا ہے اسے روکو,یہ درد اسے روکتا ہے,0.0,0.0
did zain contact you,میرے پاس کچھ پیسے ہیں۔,زین نے آپ سے رابطہ کیا؟,میں نے تم سے رابطہ کیا,0.0,0.0
i have some money,میں کہاں ہوں,میرے پاس کچھ پیسے ہیں۔,مجھے کچھ پیسہ ہے,0.0,0.0
where am i,میں ایک بار ٹھیک ہوں,میں کہاں ہوں,میں کہاں ہوں,17.799177396293473,17.799177396293473
i am right for once,وہ غیر سماجی ہے,میں ایک بار ٹھیک ہوں,ایک بار میں صحیح ہوں,0.0,0.0
he is antisocial,زین سستی ہے,وہ غیر سماجی ہے,وہ غیر سماجی ہے,15.97357760615681,15.97357760615681
zain is frugal,محفوظ کھولیں,زین سستی ہے,زینب خوشی ہے,0.0,0.0
open the safe,زین نے مریم کو گلے لگایا,محفوظ کھولیں,محفوظ کھولیں,0.0,0.0
zain hugged mary,میں اسے پسند نہیں کر سکتا,زین نے مریم کو گلے لگایا,ماری کو پکڑ کر,0.0,9.688464563433238
i might not like it,میں نے آپ کو ایک کتاب دی۔,میں اسے پسند نہیں کر سکتا,مجھے یہ پسند نہیں ہوسکتا,6.870636427700047,0.0
i gave you a book,تولیہ گیلا ہے,میں نے آپ کو ایک کتاب دی۔,میں نے آپ کو ایک کتاب دی,0.0,0.0
the towel is wet,مجھے آپ کو دیکھ کر خوشی ہوئی,تولیہ گیلا ہے,ٹوائلٹ ٹھنڈا ہے,0.0,0.0
i am glad to see you,میں اب اداس ہوں,مجھے آپ کو دیکھ کر خوشی ہوئی,مجھے خوشی ہے کہ آپ کو دیکھیں,0.0,0.0
i am sad now,میں آج ٹوکیو میں ہوں۔,میں اب اداس ہوں,اب میں غمگین ہوں,12.44023474812678,12.44023474812678
i am in tokyo today,یہ زیادہ وقت نہیں لگے گا,میں آج ٹوکیو میں ہوں۔,میں آج ٹوکیو میں ہوں,0.0,0.0
this wont take long,زین سست ہے,یہ زیادہ وقت نہیں لگے گا,یہ طویل عرصے تک جاری رہتا ہے,0.0,6.567274736060395
zain is lazy,میں اسے بتاؤں گا,زین سست ہے,زینب لائیو ہے,0.0,0.0
i will tell him that,اپنے جوتوں کے تسمے باندھ لو,میں اسے بتاؤں گا,میں اس سے کہوں گا کہ,0.0,0.0
tie your shoelaces,اسے صاف کرو,اپنے جوتوں کے تسمے باندھ لو,آپ کے کپڑوں کو پکڑو,0.0,0.0
clean that up,زین نے گھنٹی بجائی,اسے صاف کرو,اس سے اوپر صاف کریں,0.0,0.0
zain rang the bell,زین نے مریم کو انتظار کرتے دیکھا,زین نے گھنٹی بجائی,زینب نے بلنگ کی,15.090767577522726,7.545383788761362
zain saw mary waiting,وہ کیسا تھا,زین نے مریم کو انتظار کرتے دیکھا,زینب نے دیکھا مریم کا انتظار,0.0,0.0
what was it like,ہمیں اس کی ضرورت نہیں ہے۔,یہ کیسا تھا؟,یہ کیسے تھا,0.0,0.0
we dont need him,اور کچھ,ہمیں اس کی ضرورت نہیں ہے۔,ہمیں اس کی ضرورت نہیں,0.0,0.0
any thing else,زین نے لنچ چھوڑ دیا۔,کوئی اور چیز,کسی اور چیز کو,0.0,0.0
zain skipped lunch,اس نے اس کے ساتھ مذاق کیا,زین نے لنچ چھوڑ دیا۔,کھانا کھانے سے بچاؤ,7.160476144948854,0.0
he had fun with her,میں ایک بچہ ہوں,اس نے اس کے ساتھ مذاق کیا,اس نے اس کے ساتھ مزہ کیا,0.0,0.0
i am a child,میں نے اسے ٹام کے لیے لکھا,میں ایک بچہ ہوں,میں ایک بچہ ہوں,7.545383788761362,7.545383788761362
i wrote it for tom,میں نے ہر جگہ دیکھا,میں نے اسے ٹام کے لیے لکھا,میں نے اسے ٹام کے لئے لکھا,13.134549472120794,13.134549472120794
i looked everywhere,موٹا نہ ہو,میں نے ہر جگہ دیکھا,میں نے ہر جگہ دیکھا,0.0,0.0
dont get fat,پانی 100 ° c پر ابلتا ہے۔,موٹا نہ ہو,چربی نہیں ملتی,0.0,0.0
water boils at 100°c,یہ خیال کس کا تھا,پانی 100 ° c پر ابلتا ہے۔,پانی 100 ° C میں ٹھنڈا ہوتا ہے,0.0,0.0
whose idea was this,میں زین کو گھر لے جاؤں گا۔,یہ خیال کس کا تھا,جس کا خیال یہ تھا,0.0,0.0
i will take zain home,یہ مضحکہ خیز نہیں ہے,میں زین کو گھر لے جاؤں گا۔,میں گھر لے جاؤں گا,0.0,0.0
thats not funny,زین کے کوئی آداب نہیں ہیں۔,یہ مضحکہ خیز نہیں ہے,مضحکہ خیز نہیں ہے,8.745825313180632,9.688464563433238
zain has no manners,جو ہماری گاڑی ہے,زین کے کوئی آداب نہیں ہیں۔,زینب کا کوئی طریقہ نہیں ہے,0.0,8.116697886877475
which is our car,جو خدا کو مانتا ہے۔,جو ہماری گاڑی ہے,ہماری گاڑی کیا ہے,12.44023474812678,0.0
who believes in god,مجھے روکنے کی کوشش مت کرو,جو خدا پر یقین رکھتا ہے۔,جو خدا پر ایمان لاتا ہے,0.0,0.0
dont try to stop me,آپ ایک مسئلہ ہیں,مجھے روکنے کی کوشش مت کرو,مجھے روکنے کی کوشش نہ کریں,0.0,0.0
you are a problem,تم دونوں پاگل ہو,آپ ایک مسئلہ ہیں,آپ ایک مسئلہ ہیں,0.0,0.0
you are both insane,میں دوپہر کا کھانا کھا رہا تھا۔,تم دونوں پاگل ہو,تم دونوں احمق ہو,0.0,0.0
i was having lunch,کیا وہ ابھی تک پہنچے ہیں؟,میں دوپہر کا کھانا کھا رہا تھا۔,میں نے دوپہر کا کھانا,0.0,0.0
have they arrived yet,جہنم اسے ختم کرو,کیا وہ ابھی تک پہنچے ہیں؟,اگر وہ ابھی تک پہنچے ہیں,0.0,0.0
hell get over it,مجھے وہ چاہیے,جہنم اسے ختم کرو,جہنم اس پر چلا جاتا ہے,0.0,0.0
i want that,یہ گھڑی میری ہے۔,میں یہ چاہتا ہوں۔,میں چاہتا ہوں کہ یہ,15.97357760615681,10.682175159905853
this clock is mine,تم مجھ سے نفرت کرتے ہو,یہ گھڑی میری ہے۔,یہ گھڑی میری ہے,0.0,0.0
you disgust me,تمہیں یاد ہے,تم مجھ سے نفرت کرتے ہو,تم مجھے ناپسند کرتے ہو,0.0,0.0
are you out there,آپ کو مجھے بتانا چاہیے۔,کیا آپ وہاں سے باہر ہیں؟,تم وہاں سے باہر ہو,8.116697886877475,0.0
you must tell me,وہ دوپہر کو آتا ہے,آپ کو مجھے بتانا چاہیے۔,آپ مجھے بتائیں,10.682175159905853,0.0
he comes at noon,آپ نے اپنا مزہ لیا,وہ دوپہر کو آتا ہے,وہ دوپہر میں آتا ہے,0.0,0.0
youve had your fun,یہ ہمارا واحد موقع ہے,آپ نے اپنا مزہ لیا,آپ کو آپ کی تفریح تھی,0.0,0.0
its our only chance,اس پر نظر رکھو,یہ ہمارا واحد موقع ہے,ہماری ایک ہی موقع ہے,0.0,0.0
